goods_code,frequency,code_length
239797184,2,9
237406842,2,9
231895027,2,9
238978869,2,9
240860439,2,9
238631014,2,9
238298250,2,9
236951925,2,9
239082990,2,9
239797007,2,9
234045085,2,9
239756342,2,9
237674049,2,9
240243871,2,9
240034067,2,9
236822051,2,9
233004825,2,9
234342326,2,9
234018583,2,9
236479280,2,9
238061231,2,9
240645081,2,9
238242318,2,9
240014895,2,9
238677851,2,9
237743956,2,9
233971244,2,9
238623213,2,9
238524154,2,9
231238690,2,9
239947496,2,9
237303001,2,9
238691442,2,9
238075179,2,9
239540678,2,9
238680155,2,9
237808670,2,9
234766691,2,9
238473780,2,9
237701691,2,9
237992455,2,9
238667150,2,9
234663833,2,9
238597656,2,9
238946038,2,9
238521024,2,9
238759650,2,9
238868438,2,9
240286832,2,9
237181483,2,9
238298179,2,9
238204244,2,9
236844274,2,9
239081832,2,9
240242858,2,9
238440199,2,9
237816485,2,9
237520099,2,9
238865508,2,9
237996960,2,9
239096610,2,9
238925664,2,9
236917883,2,9
234374863,2,9
234045092,2,9
236679242,2,9
236851560,2,9
233054887,2,9
240129712,2,9
236917913,2,9
240126070,2,9
238947445,2,9
233598812,2,9
238742024,2,9
233004831,2,9
238479710,2,9
237313632,2,9
238926047,2,9
238945471,2,9
238960254,2,9
240199869,2,9
238493535,2,9
238521663,2,9
238990580,2,9
238417446,2,9
237874622,2,9
237903031,2,9
237627618,2,9
237189829,2,9
238750795,2,9
237736344,2,9
239981034,2,9
239802768,2,9
240171234,2,9
239948268,2,9
233988349,2,9
239054662,2,9
231571445,2,9
240272176,2,9
240603159,2,9
239884137,2,9
238051787,2,9
236553476,2,9
238442974,2,9
231571511,2,9
238054127,2,9
240264778,2,9
238349139,2,9
239229111,2,9
237189717,2,9
232686979,2,9
237219466,2,9
237520089,2,9
238033553,2,9
233062960,2,9
239877656,2,9
240108872,2,9
230426129,2,9
237138273,2,9
239842074,2,9
240243959,2,9
235961695,2,9
237209248,2,9
234268646,2,9
239961377,2,9
239306924,2,9
239801664,2,9
238704371,2,9
237892310,2,9
231083320,2,9
238943543,2,9
233004704,2,9
237243971,2,9
237452540,2,9
240277763,2,9
237996468,2,9
238511862,2,9
238974328,2,9
238393015,2,9
236410775,2,9
239877653,2,9
236288313,2,9
236546874,2,9
240241801,2,9
240171727,2,9
238054115,2,9
240603166,2,9
232686979,2,9
238036814,2,9
238233794,2,9
238050570,2,9
237480335,2,9
237997158,2,9
238617664,2,9
239742808,2,9
238035533,2,9
239096606,2,9
230227890,2,9
239096613,2,9
234141190,2,9
238556634,2,9
231958766,2,9
239013000,2,9
238507727,2,9
231459877,2,9
230931884,2,9
237764354,2,9
238282033,2,9
238494740,2,9
240348176,2,9
233746509,2,9
239790702,2,9
238905671,2,9
236994231,2,9
238480271,2,9
238967226,2,9
238704346,2,9
232432338,2,9
237090978,2,9
240575989,2,9
238938852,2,9
236958918,2,9
237808633,2,9
237988718,2,9
238982970,2,9
239984650,2,9
233004764,2,9
237135701,2,9
238471014,2,9
233706681,2,9
239142913,2,9
237719170,2,9
236917944,2,9
240264777,2,9
240300552,2,9
238229938,2,9
237987255,2,9
237094439,2,9
240575316,2,9
238629782,2,9
239903726,2,9
237228965,2,9
238348953,2,9
240119870,2,9
237628100,2,9
234283606,2,9
233410316,2,9
238805529,2,9
238548319,2,9
234266725,2,9
239122969,2,9
233748852,2,9
238704379,2,9
237390822,2,9
237246532,2,9
240315378,2,9
236918101,2,9
239069631,2,9
237171817,2,9
236550347,2,9
238280531,2,9
235990310,2,9
237553728,2,9
238868376,2,9
234584061,2,9
240141488,2,9
237041315,2,9
238753202,2,9
237845517,2,9
238928446,2,9
234538664,2,9
240393618,2,9
238348033,2,9
240064905,2,9
240170525,2,9
238911650,2,9
237618646,2,9
236918110,2,9
238313459,2,9
237997375,2,9
239482848,2,9
235957275,2,9
240331161,2,9
239904315,2,9
238758017,2,9
238548323,2,9
238631066,2,9
232474702,2,9
238953683,2,9
231878337,2,9
238940048,2,9
233004813,2,9
239742817,2,9
239081770,2,9
238072111,2,9
236999179,2,9
238693987,2,9
237035315,2,9
237305446,2,9
240381148,2,9
238614117,2,9
237506236,2,9
238447781,2,9
237449834,2,9
238645184,2,9
237798860,2,9
236702068,2,9
237795461,2,9
237791246,2,9
239484671,2,9
237432795,2,9
239999408,2,9
237852649,2,9
234141154,2,9
238553111,2,9
230426121,2,9
234220800,2,9
237527675,2,9
238054137,2,9
233706707,2,9
238556730,2,9
236914497,2,9
240243888,2,9
236853327,2,9
238521670,2,9
237807607,2,9
233598914,2,9
238587025,2,9
240242865,2,9
237080814,2,9
238302392,2,9
238105654,2,9
239805395,2,9
238162061,2,9
234873660,2,9
239962027,2,9
238886744,2,9
233016775,2,9
237688996,2,9
238900183,2,9
239946563,2,9
238277222,2,9
238509464,2,9
238617669,2,9
237845537,2,9
236604785,2,9
237013329,2,9
238906568,2,9
238966605,2,9
238499262,2,9
240277733,2,9
237995943,2,9
238719929,2,9
238954115,2,9
239851662,2,9
237534291,2,9
239472847,2,9
238611856,2,9
231747449,2,9
233746509,2,9
238668201,2,9
234255460,2,9
238393011,2,9
239029235,2,9
233062968,2,9
234423696,2,9
238277560,2,9
238061228,2,9
237499767,2,9
237288151,2,9
238459177,2,9
237458339,2,9
238204313,2,9
240019379,2,9
238953761,2,9
238919691,2,9
238521743,2,9
238905836,2,9
240782345,2,9
239941206,2,9
239999361,2,9
238538667,2,9
238945848,2,9
239202837,2,9
238989890,2,9
238359321,2,9
238395356,2,9
237818283,2,9
237035327,2,9
238675952,2,9
238971552,2,9
240277738,2,9
238401933,2,9
237534296,2,9
239835961,2,9
236912402,2,9
239004721,2,9
237230100,2,9
238556624,2,9
238868369,2,9
233725408,2,9
238930087,2,9
239472712,2,9
241018043,2,9
234875242,2,9
237534334,2,9
237534305,2,9
237140259,2,9
239758292,2,9
238745485,2,9
238584944,2,9
238401578,2,9
237901534,2,9
240951266,2,9
238937704,2,9
237573781,2,9
233977649,2,9
238521641,2,9
236591506,2,9
238521633,2,9
238480180,2,9
238905675,2,9
239874806,2,9
238245624,2,9
233879575,2,9
238021208,2,9
237074124,2,9
231249106,2,9
238381262,2,9
233572321,2,9
235957494,2,9
238064321,2,9
240823912,2,9
238204380,2,9
232150523,2,9
239883259,2,9
239993821,2,9
238704377,2,9
238521633,2,9
231440422,2,9
238265827,2,9
238723482,2,9
238990333,2,9
233916373,2,9
239784989,2,9
238480168,2,9
233658509,2,9
233984785,2,9
237610187,2,9
238211718,2,9
240217300,2,9
238413090,2,9
237489738,2,9
237172470,2,9
240361434,2,9
237094457,2,9
238587165,2,9
237405605,2,9
237464196,2,9
239123012,2,9
239266789,2,9
232110318,2,9
DMS5441,2,7
237067748,2,9
238444221,2,9
238135931,2,9
240770790,2,9
231238742,2,9
240241795,2,9
237626594,2,9
239835951,2,9
236918074,2,9
238979482,2,9
238497882,2,9
241018021,2,9
239976875,2,9
239835959,2,9
239981035,2,9
240393770,2,9
234044840,2,9
231659798,2,9
238558688,2,9
238016103,2,9
238140460,2,9
238919132,2,9
231455390,2,9
237530502,2,9
232251115,2,9
237840450,2,9
238222166,2,9
238418160,2,9
240241796,2,9
237235473,2,9
236944828,2,9
236158311,2,9
236695084,2,9
238548333,2,9
238204286,2,9
238401931,2,9
238905643,2,9
237244196,2,9
237524523,2,9
238683130,2,9
238298170,2,9
238869262,2,9
239015446,2,9
234676730,2,9
238464165,2,9
234740504,2,9
238960410,2,9
239123029,2,9
234964327,2,9
237831832,2,9
237699534,2,9
238668209,2,9
239774083,2,9
237820129,2,9
238735589,2,9
237001420,2,9
236594916,2,9
238771976,2,9
239981072,2,9
238303385,2,9
237759589,2,9
239846719,2,9
238596437,2,9
236484545,2,9
238939120,2,9
240837969,2,9
240361504,2,9
238520884,2,9
236053879,2,9
238397790,2,9
238281047,2,9
237126897,2,9
237874604,2,9
239081760,2,9
230220262,2,9
238759630,2,9
240342836,2,9
236823852,2,9
240342834,2,9
237986920,2,9
238935232,2,9
233910841,2,9
240293623,2,9
238905803,2,9
239797197,2,9
238521769,2,9
240271346,2,9
239786677,2,9
240187705,2,9
240361519,2,9
237948447,2,9
237458433,2,9
238069756,2,9
231958688,2,9
238092044,2,9
238929835,2,9
240603158,2,9
238075220,2,9
238985644,2,9
240632441,2,9
239832775,2,9
238286400,2,9
239029636,2,9
233940339,2,9
239877358,2,9
233598915,2,9
239797006,2,9
238693889,2,9
236686950,2,9
240302935,2,9
236917978,2,9
238945468,2,9
238222170,2,9
236806041,2,9
238816312,2,9
238704510,2,9
236053890,2,9
238548321,2,9
238068441,2,9
238085106,2,9
238140502,2,9
237510073,2,9
238926045,2,9
239093362,2,9
238384138,2,9
239947834,2,9
238759630,2,9
237992456,2,9
233004763,2,9
238350338,2,9
236938428,2,9
238668036,2,9
238140439,2,9
237987254,2,9
238509646,2,9
237649453,2,9
238511917,2,9
237516731,2,9
238935295,2,9
237534291,2,9
234240461,2,9
238311458,2,9
238668659,2,9
238891512,2,9
231433022,2,9
239930485,2,9
237901534,2,9
236963745,2,9
239817714,2,9
238869466,2,9
238485699,2,9
237426399,2,9
236604791,2,9
238388202,2,9
239760185,2,9
238581053,2,9
237351138,2,9
239086904,2,9
238960370,2,9
233176621,2,9
237534325,2,9
240065413,2,9
240242338,2,9
239990663,2,9
238467929,2,9
240865656,2,9
237768875,2,9
237006231,2,9
239981037,2,9
238971552,2,9
236510820,2,9
237023018,2,9
238140777,2,9
233716665,2,9
239930898,2,9
237849111,2,9
238508563,2,9
237202447,2,9
238075146,2,9
238348982,2,9
238990353,2,9
239786669,2,9
240186644,2,9
236851694,2,9
239096602,2,9
238399105,2,9
237649454,2,9
240051080,2,9
237085140,2,9
237295555,2,9
237439980,2,9
238758394,2,9
230459026,2,9
232912963,2,9
238611819,2,9
238978871,2,9
238704350,2,9
238418508,2,9
232194387,2,9
239136942,2,9
239835929,2,9
238416057,2,9
237458371,2,9
238286391,2,9
238269803,2,9
236938422,2,9
239962960,2,9
237901073,2,9
237464173,2,9
238275620,2,9
239006660,2,9
238960369,2,9
234142479,2,9
236857467,2,9
234730908,2,9
239037679,2,9
237721265,2,9
237458384,2,9
234865235,2,9
238265674,2,9
237808584,2,9
238674739,2,9
234400391,2,9
233971223,2,9
239482850,2,9
239889209,2,9
234964340,2,9
237192607,2,9
238080017,2,9
238825454,2,9
240171245,2,9
237845514,2,9
237899920,2,9
238910055,2,9
231625557,2,9
236917977,2,9
239773262,2,9
232536622,2,9
231328256,2,9
238247449,2,9
237962734,2,9
231329768,2,9
240124460,2,9
237721233,2,9
237775761,2,9
236135737,2,9
238938861,2,9
240344124,2,9
232830521,2,9
238691448,2,9
239742820,2,9
237627614,2,9
240562873,2,9
237447287,2,9
230418209,2,9
235957265,2,9
239198998,2,9
240176734,2,9
240164955,2,9
237246020,2,9
238054133,2,9
232184333,2,9
238585220,2,9
240381132,2,9
240342798,2,9
231948241,2,9
237447281,2,9
238925925,2,9
238262377,2,9
240907425,2,9
238479713,2,9
238548310,2,9
241016868,2,9
238262481,2,9
238281007,2,9
240108575,2,9
236963745,2,9
238690384,2,9
238054143,2,9
238607365,2,9
239081686,2,9
239842090,2,9
238069106,2,9
237992772,2,9
237893058,2,9
234141163,2,9
238691446,2,9
235802307,2,9
236918101,2,9
237742560,2,9
239052698,2,9
238493588,2,9
238298192,2,9
240278719,2,9
238564047,2,9
238521663,2,9
238782813,2,9
236128413,2,9
239484665,2,9
237160836,2,9
232309865,2,9
239944297,2,9
238910077,2,9
237328025,2,9
239993669,2,9
234141187,2,9
238120266,2,9
238197218,2,9
238509648,2,9
238275618,2,9
236410817,2,9
237699534,2,9
237443577,2,9
238329480,2,9
237527677,2,9
236358308,2,9
240242304,2,9
240045633,2,9
239122944,2,9
238865512,2,9
237447272,2,9
238704379,2,9
238903992,2,9
230560131,2,9
236690930,2,9
238365320,2,9
236690975,2,9
236840400,2,9
238182688,2,9
239977589,2,9
238074945,2,9
236559169,2,9
240264784,2,9
240242329,2,9
240171228,2,9
240032435,2,9
238668180,2,9
239779163,2,9
237859469,2,9
238292725,2,9
240241805,2,9
239900835,2,9
239656660,2,9
238298348,2,9
238964292,2,9
236432911,2,9
237406850,2,9
235959892,2,9
238709869,2,9
238037052,2,9
237674021,2,9
238446850,2,9
238065888,2,9
236484531,2,9
239536661,2,9
234156445,2,9
238668208,2,9
240108596,2,9
238211980,2,9
233004825,2,9
234018575,2,9
237644630,2,9
237736028,2,9
237831833,2,9
237952115,2,9
230550204,2,9
235897760,2,9
237893064,2,9
238140708,2,9
238704815,2,9
236951911,2,9
237736029,2,9
239991581,2,9
233728750,2,9
237791208,2,9
238302392,2,9
237407623,2,9
239158766,2,9
239714720,2,9
237087828,2,9
235920241,2,9
237903049,2,9
238521666,2,9
236938436,2,9
238204375,2,9
238054263,2,9
231391432,2,9
238825450,2,9
240170539,2,9
238960407,2,9
238053688,2,9
230865584,2,9
239954982,2,9
236484496,2,9
238903909,2,9
236294448,2,9
238233796,2,9
231958626,2,9
240616060,2,9
233748848,2,9
235959892,2,9
238386261,2,9
238204371,2,9
237347036,2,9
237244179,2,9
237900490,2,9
240242356,2,9
237094768,2,9
238960402,2,9
237094609,2,9
237426452,2,9
238384193,2,9
234267037,2,9
233572309,2,9
238463663,2,9
236917965,2,9
240243867,2,9
240075470,2,9
238564049,2,9
240009745,2,9
240253895,2,9
238665076,2,9
239973354,2,9
237752569,2,9
237400777,2,9
238012331,2,9
240603163,2,9
240985505,2,9
238996965,2,9
237141404,2,9
237253806,2,9
240361419,2,9
238270999,2,9
237752573,2,9
237845533,2,9
233004759,2,9
238019888,2,9
238274161,2,9
238349302,2,9
240854760,2,9
238538970,2,9
240051083,2,9
230960453,2,9
240005047,2,9
240393804,2,9
237901069,2,9
237874677,2,9
237244135,2,9
239214772,2,9
240065095,2,9
233004836,2,9
238444218,2,9
239482918,2,9
237013450,2,9
239792891,2,9
238521637,2,9
232540537,2,9
237779547,2,9
237539680,2,9
238509649,2,9
236918142,2,9
238382851,2,9
237331638,2,9
232331220,2,9
237458414,2,9
237808634,2,9
238329588,2,9
237992492,2,9
231571458,2,9
234307891,2,9
236646863,2,9
238506949,2,9
240034281,2,9
240302922,2,9
239755878,2,9
237609589,2,9
240575314,2,9
237191786,2,9
236410845,2,9
239971887,2,9
237968549,2,9
238196492,2,9
237518246,2,9
238668180,2,9
240343083,2,9
234966536,2,9
237689003,2,9
238508814,2,9
238960259,2,9
230856287,2,9
238511766,2,9
237246491,2,9
237652075,2,9
237302364,2,9
240157930,2,9
237202859,2,9
239816781,2,9
234714322,2,9
231797274,2,9
238948568,2,9
238271164,2,9
238904433,2,9
240393772,2,9
238668176,2,9
237013359,2,9
238548324,2,9
238445789,2,9
240251167,2,9
231746235,2,9
237701431,2,9
239013267,2,9
239889208,2,9
232540519,2,9
234142437,2,9
241017999,2,9
238019865,2,9
238522077,2,9
240286615,2,9
238990548,2,9
232503907,2,9
238246507,2,9
238937588,2,9
238051672,2,9
239983034,2,9
230604805,2,9
230410986,2,9
238433725,2,9
239750044,2,9
236559170,2,9
237837534,2,9
236794508,2,9
236918061,2,9
237335661,2,9
239096604,2,9
238204228,2,9
237988941,2,9
236822609,2,9
239796991,2,9
233748855,2,9
238511860,2,9
238554347,2,9
240688696,2,9
238512620,2,9
240271200,2,9
238865694,2,9
239797171,2,9
238294123,2,9
238053688,2,9
238054112,2,9
237094387,2,9
238591162,2,9
233054880,2,9
239947224,2,9
238512361,2,9
233062972,2,9
240386987,2,9
234740503,2,9
238509646,2,9
237595015,2,9
233971240,2,9
234966529,2,9
240241803,2,9
238269817,2,9
238877350,2,9
238479709,2,9
237166893,2,9
238729664,2,9
235961691,2,9
237553729,2,9
239037676,2,9
238520940,2,9
237433164,2,9
235930987,2,9
238302777,2,9
238524687,2,9
239101483,2,9
230650549,2,9
239879175,2,9
238463762,2,9
238384167,2,9
238704678,2,9
236782448,2,9
239975316,2,9
239750033,2,9
238253565,2,9
236799849,2,9
238477596,2,9
238704522,2,9
240251153,2,9
237527916,2,9
232851037,2,9
238869473,2,9
238056088,2,9
238511918,2,9
239081678,2,9
233894734,2,9
237091056,2,9
237816491,2,9
238979360,2,9
238629683,2,9
240126072,2,9
238229279,2,9
236917900,2,9
237653342,2,9
238592775,2,9
238718133,2,9
236799030,2,9
237719163,2,9
232436694,2,9
237619676,2,9
240376600,2,9
237627616,2,9
235668475,2,9
238970344,2,9
238211971,2,9
238344074,2,9
233191976,2,9
240261388,2,9
238342988,2,9
238398428,2,9
236702090,2,9
239847475,2,9
240108848,2,9
236999141,2,9
238614646,2,9
238508812,2,9
238267754,2,9
238759143,2,9
238417508,2,9
236918102,2,9
238512429,2,9
239019038,2,9
237992838,2,9
237514187,2,9
231237905,2,9
237742553,2,9
238438184,2,9
238204305,2,9
237406857,2,9
238974336,2,9
238990335,2,9
240075468,2,9
239780067,2,9
238242285,2,9
238381210,2,9
237736321,2,9
238200171,2,9
233853450,2,9
236134698,2,9
234966606,2,9
238910406,2,9
238517638,2,9
238759643,2,9
240200548,2,9
238435192,2,9
237808655,2,9
238512362,2,9
238036815,2,9
239929878,2,9
237269776,2,9
238367906,2,9
240242849,2,9
238286404,2,9
239779635,2,9
237553569,2,9
237628089,2,9
238868059,2,9
231741620,2,9
233062987,2,9
233180308,2,9
238061222,2,9
237968838,2,9
237264939,2,9
237202303,2,9
240530686,2,9
238204655,2,9
238690492,2,9
235931038,2,9
238691442,2,9
240242353,2,9
238097273,2,9
238897458,2,9
233940316,2,9
238689762,2,9
233004752,2,9
237428569,2,9
239900997,2,9
237942096,2,9
237646844,2,9
238044048,2,9
231617556,2,9
238731593,2,9
240045621,2,9
238447242,2,9
237808687,2,9
239980595,2,9
237220253,2,9
237452536,2,9
238929825,2,9
236662191,2,9
240102800,2,9
238524159,2,9
239797739,2,9
237962413,2,9
238275956,2,9
238559496,2,9
237342012,2,9
238382601,2,9
238919083,2,9
236844274,2,9
240277319,2,9
236758733,2,9
236917935,2,9
238123821,2,9
239826120,2,9
236936638,2,9
238719937,2,9
238753199,2,9
238839829,2,9
238595272,2,9
238759152,2,9
238349194,2,9
237056522,2,9
238054123,2,9
236917917,2,9
237699528,2,9
238200776,2,9
238937609,2,9
237719227,2,9
238251458,2,9
238350005,2,9
239123003,2,9
236799108,2,9
233971252,2,9
236113637,2,9
238258121,2,9
240361596,2,9
236758733,2,9
239993669,2,9
238868120,2,9
238905680,2,9
233004829,2,9
238755789,2,9
239948263,2,9
237266226,2,9
231461661,2,9
238719931,2,9
238709865,2,9
238393141,2,9
238665887,2,9
238267247,2,9
240085380,2,9
238886743,2,9
237518717,2,9
238298409,2,9
238315776,2,9
239760184,2,9
238666313,2,9
236691515,2,9
238521746,2,9
238524689,2,9
237728646,2,9
237903083,2,9
238262444,2,9
238758386,2,9
238251468,2,9
236877211,2,9
238424017,2,9
237646843,2,9
237642111,2,9
239826100,2,9
240253896,2,9
237816496,2,9
240575314,2,9
239852011,2,9
238348073,2,9
238060989,2,9
238471465,2,9
238085969,2,9
237458409,2,9
240265316,2,9
239946614,2,9
230632121,2,9
238564054,2,9
234045125,2,9
238548311,2,9
239790716,2,9
234224812,2,9
238584584,2,9
231034699,2,9
238039082,2,9
239960803,2,9
239946560,2,9
240271192,2,9
238220030,2,9
231046940,2,9
234710678,2,9
236895687,2,9
239508676,2,9
238882126,2,9
238322240,2,9
238868374,2,9
238451405,2,9
236398771,2,9
237357299,2,9
239538701,2,9
238521669,2,9
236794543,2,9
236999126,2,9
238422730,2,9
238703913,2,9
238084889,2,9
238877569,2,9
238938559,2,9
237999560,2,9
239891557,2,9
238401928,2,9
234283629,2,9
238553129,2,9
237229228,2,9
238521671,2,9
238548319,2,9
238298337,2,9
239835952,2,9
240169668,2,9
239943220,2,9
239943486,2,9
231849110,2,9
231061541,2,9
237975105,2,9
240300697,2,9
238204253,2,9
238913040,2,9
238905669,2,9
238990358,2,9
238611855,2,9
235870811,2,9
238960487,2,9
238138908,2,9
234307894,2,9
233062977.0,2,11
238288193,2,9
238759150,2,9
238513371,2,9
238611772,2,9
237568272,2,9
238267260,2,9
236958800,2,9
238758393,2,9
231906875,2,9
231266125,2,9
238094424,2,9
238774173,2,9
239900836,2,9
236794510,2,9
239978982,2,9
236546768,2,9
237127752,2,9
239120755,2,9
240271888,2,9
234388092.0,2,11
238904424,2,9
234652444,2,9
237516237,2,9
239929248,2,9
239786664,2,9
238497930,2,9
237851700,2,9
230594035,2,9
240108849,2,9
238910536,2,9
240361520,2,9
237516228,2,9
238629985,2,9
238904421,2,9
237831833,2,9
237458441,2,9
238940047,2,9
237510076,2,9
236578709,2,9
239773610,2,9
240243884,2,9
233054893,2,9
240241804,2,9
230550204,2,9
239776290,2,9
238222242,2,9
238587252.0,2,11
238303377.0,2,11
237357210.0,2,11
236690968,2,9
237903056,2,9
237461962.0,2,11
236895597.0,2,11
237107368.0,2,11
238254492,2,9
239755712,2,9
239805398,2,9
237246535,2,9
238479700,2,9
239905049,2,9
237509924,2,9
240102800,2,9
231808896,2,9
237620904,2,9
240156661,2,9
239976876,2,9
239975347,2,9
240264788,2,9
235957490,2,9
238121325,2,9
239896096,2,9
238455570,2,9
238275660,2,9
240261140,2,9
239001475,2,9
238704820,2,9
237487557,2,9
236556715,2,9
240048099,2,9
240363284,2,9
231747448,2,9
238054121,2,9
237761626,2,9
231746231,2,9
239786665,2,9
237433075,2,9
230504446,2,9
236113639,2,9
239837088,2,9
239883448,2,9
238629987,2,9
238835455,2,9
238350315,2,9
240361547,2,9
231199973,2,9
237996294,2,9
238422734,2,9
240854761,2,9
238245443,2,9
237609204,2,9
234007067,2,9
232540557,2,9
237986916,2,9
240361420,2,9
237845519,2,9
237406842,2,9
237845513,2,9
231796409,2,9
238367907,2,9
236812724,2,9
238036813,2,9
238056347,2,9
238690384,2,9
238585825,2,9
236695073,2,9
237992904,2,9
236820011,2,9
235957492,2,9
238056363.0,2,11
230497033.0,2,11
238036804.0,2,11
238512359,2,9
233004764,2,9
237013342,2,9
238868065,2,9
239975340,2,9
238204250,2,9
232536668,2,9
238286437,2,9
240243962,2,9
239116125,2,9
236844273,2,9
240243879,2,9
236917884,2,9
238632514,2,9
234663826,2,9
231612321,2,9
236917960,2,9
232160391,2,9
238043116,2,9
238886243,2,9
239121849,2,9
237735969,2,9
237988717,2,9
238958530,2,9
238532058,2,9
237624032,2,9
237736033,2,9
238104242,2,9
233890656,2,9
238666315,2,9
237426372,2,9
238674584,2,9
239354663,2,9
240081001,2,9
239948269,2,9
239123015,2,9
237945669,2,9
237598048.0,2,11
239484676.0,2,11
238477524,2,9
237525159,2,9
238414467,2,9
232208402.0,2,11
236074811,2,9
236690937,2,9
238868386,2,9
233004819,2,9
237763310,2,9
232572506,2,9
237534313,2,9
239773479,2,9
239021549.0,2,11
238463679.0,2,11
238718088,2,9
237887356,2,9
238302447,2,9
238597944,2,9
240271187,2,9
239632664,2,9
238521766,2,9
238602538,2,9
231958763,2,9
240095103,2,9
231124974,2,9
238704821,2,9
238705784,2,9
238629931,2,9
233940320,2,9
237565504,2,9
240610767,2,9
236662180.0,2,11
238403517.0,2,11
238539164.0,2,11
238120115.0,2,11
238433614.0,2,11
238455579.0,2,11
233062968.0,2,11
238043112.0,2,11
237244079.0,2,11
